# 气象站 星沙街道, 中国, WMO_ID=57687，选择从 06.06.2022 至 02.06.2023, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57687&lang=cn
#
"当地时间 星沙街道";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.05.2023 14:00";"15.7";"751.5";"762.2";"-0.4";"95";"从西北方吹来的风";"4";"";"9";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.5";"";"";"";"2500或更高，或无云。";"";"";"4.8";"14.9";"25.0";"12";"地表潮湿";"";"";"";
"10.05.2023 11:00";"16.0";"751.9";"762.7";"0.8";"97";"从西北方吹来的风";"4";"";"9";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.5";"";"";"";"2500或更高，或无云。";"";"";"2.4";"15.5";"24.0";"12";"地表潮湿";"";"";"";
"10.05.2023 08:00";"15.6";"751.1";"761.8";"0.7";"96";"从西北偏西方向吹来的风";"3";"";"9";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.5";"24.4";"";"";"2500或更高，或无云。";"";"";"3.5";"15.0";"13.0";"12";"地表潮湿";"";"";"";
"10.05.2023 05:00";"16.2";"750.4";"761.0";"-0.6";"93";"从西北方吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.2";"24.4";"";"";"2500或更高，或无云。";"";"";"8.0";"15.1";"7.0";"12";"地表潮湿";"";"";"";
"10.05.2023 02:00";"16.9";"751.0";"761.6";"0.0";"94";"从西北偏北方向吹来的风";"3";"";"9";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.4";"24.4";"";"";"2500或更高，或无云。";"";"";"4.1";"15.9";"7.0";"12";"地表潮湿";"";"";"";
"09.05.2023 23:00";"17.6";"751.0";"761.6";"1.2";"90";"从西方吹来的风";"2";"";"6";"";"小雨（不冻） ";"";"";"16.4";"24.4";"";"";"2500或更高，或无云。";"";"";"7.0";"15.9";"5.0";"12";"地表潮湿";"";"";"";
"09.05.2023 20:00";"20.8";"749.8";"760.3";"0.6";"65";"从西方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.4";"24.4";"";"";"2500或更高，或无云。";"";"";"28.0";"14.0";"无降水";"12";"地表潮湿";"";"";"";
"09.05.2023 17:00";"22.1";"749.2";"759.8";"-1.1";"63";"从西南方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.4";"24.4";"";"";"2500或更高，或无云。";"";"";"30.0";"14.7";"无降水";"12";"地表潮湿";"";"";"";
"09.05.2023 14:00";"23.2";"750.3";"760.9";"-1.3";"53";"从东南偏东方向吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.4";"24.5";"";"";"2500或更高，或无云。";"";"";"30.0";"13.1";"无降水";"12";"地表潮湿";"";"";"";
"09.05.2023 11:00";"24.0";"751.6";"762.1";"-0.2";"41";"从东南偏南方向吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.4";"24.5";"";"";"2500或更高，或无云。";"";"";"30.0";"9.9";"无降水";"12";"地表潮湿";"";"";"";
"09.05.2023 08:00";"19.0";"751.8";"762.4";"0.6";"67";"从西南偏西方向吹来的风";"1";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.4";"24.5";"";"";"2500或更高，或无云。";"";"";"12.0";"12.7";"无降水";"12";"地表潮湿";"";"";"";
"09.05.2023 05:00";"16.4";"751.2";"761.8";"-0.2";"87";"从西北方吹来的风";"1";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.4";"24.5";"";"";"2500或更高，或无云。";"";"";"11.0";"14.2";"无降水";"12";"地表潮湿";"";"";"";
"09.05.2023 02:00";"18.0";"751.4";"762.0";"-0.5";"77";"从西北方吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"24.5";"";"";"2500或更高，或无云。";"";"";"16.0";"13.9";"无降水";"12";"地表潮湿";"";"";"";
"08.05.2023 23:00";"20.0";"751.9";"762.4";"0.9";"63";"从西北偏北方向吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.6";"24.5";"";"";"2500或更高，或无云。";"";"";"30.0";"12.7";"无降水";"12";"地表潮湿";"";"";"";
"08.05.2023 20:00";"20.8";"751.0";"761.7";"0.3";"66";"从西北偏北方向吹来的风";"4";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"24.5";"";"";"2500或更高，或无云。";"";"";"30.0";"14.2";"无降水";"12";"地表潮湿";"";"";"";
"08.05.2023 17:00";"23.8";"750.7";"761.2";"-1.1";"53";"从西北偏北方向吹来的风";"4";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"24.5";"";"";"2500或更高，或无云。";"";"";"28.0";"13.7";"无降水";"12";"地表潮湿";"";"";"";
"08.05.2023 14:00";"23.9";"751.8";"762.4";"-1.7";"57";"从西北偏北方向吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"23.9";"";"";"2500或更高，或无云。";"";"";"22.0";"14.9";"无降水";"12";"地表潮湿";"";"";"";
"08.05.2023 11:00";"20.7";"753.5";"764.2";"0.4";"73";"从西北偏北方向吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.5";"20.7";"";"";"2500或更高，或无云。";"";"";"22.0";"15.7";"无降水";"12";"地表潮湿";"";"";"";
"08.05.2023 08:00";"17.0";"753.1";"763.8";"1.3";"80";"从西北方吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"18.6";"";"";"2500或更高，或无云。";"";"";"18.0";"13.5";"0.1";"12";"地表潮湿";"";"";"";
"08.05.2023 05:00";"16.7";"751.8";"762.4";"0.2";"80";"从西北偏北方向吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"18.6";"";"";"2500或更高，或无云。";"";"";"20.0";"13.2";"0.1";"12";"地表潮湿";"";"";"";
"08.05.2023 02:00";"17.2";"751.6";"762.4";"-0.3";"80";"从西北偏北方向吹来的风";"5";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"18.6";"";"";"2500或更高，或无云。";"";"";"20.0";"13.7";"0.1";"12";"地表潮湿";"";"";"";
"07.05.2023 23:00";"17.8";"751.9";"762.7";"0.9";"76";"从西北偏北方向吹来的风";"3";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"13.6";"18.6";"";"";"2500或更高，或无云。";"";"";"17.0";"13.5";"0.1";"12";"地表潮湿";"";"";"";
"07.05.2023 20:00";"17.5";"751.0";"761.7";"1.4";"81";"从西北方吹来的风";"2";"";"11";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"13.6";"18.6";"";"";"2500或更高，或无云。";"";"";"15.0";"14.2";"无降水";"12";"地表潮湿";"";"";"";
"07.05.2023 17:00";"18.5";"749.6";"760.3";"-0.7";"72";"从西北偏北方向吹来的风";"5";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.6";"18.6";"";"";"2500或更高，或无云。";"";"";"24.0";"13.4";"";"";"地表潮湿";"";"";"";
"07.05.2023 14:00";"17.1";"750.3";"761.0";"-0.7";"75";"从西北偏北方向吹来的风";"4";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.6";"18.5";"";"";"2500或更高，或无云。";"";"";"17.0";"12.6";"0.4";"12";"地表潮湿";"";"";"";
"07.05.2023 11:00";"15.7";"751.0";"761.7";"0.7";"84";"从西北偏北方向吹来的风";"7";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.6";"18.6";"";"";"2500或更高，或无云。";"";"";"15.0";"13.0";"0.4";"12";"地表潮湿";"";"";"";
"07.05.2023 08:00";"14.2";"750.3";"761.0";"1.8";"89";"从西北偏北方向吹来的风";"5";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.6";"19.1";"";"";"2500或更高，或无云。";"";"";"9.0";"12.4";"0.5";"12";"地表潮湿";"";"";"";
"07.05.2023 05:00";"13.7";"748.5";"759.2";"0.5";"95";"从西北偏北方向吹来的风";"7";"";"15";"";"薄雾 ";"";"";"13.7";"19.8";"";"";"2500或更高，或无云。";"";"";"3.4";"12.9";"0.4";"12";"地表潮湿";"";"";"";
"07.05.2023 02:00";"15.0";"748.0";"758.7";"-0.3";"94";"从西北偏北方向吹来的风";"7";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.0";"21.0";"";"";"2500或更高，或无云。";"";"";"9.0";"14.0";"0.5";"12";"地表潮湿";"";"";"";
"06.05.2023 23:00";"15.0";"748.3";"758.9";"2.2";"93";"从西北偏北方向吹来的风";"5";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"15.0";"21.1";"";"";"2500或更高，或无云。";"";"";"11.0";"13.9";"0.7";"12";"地表潮湿";"";"";"";
"06.05.2023 20:00";"16.3";"746.1";"756.7";"2.6";"94";"从西北偏北方向吹来的风";"7";"";"15";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.3";"21.1";"";"";"2500或更高，或无云。";"";"";"5.0";"15.3";"9.0";"12";"地表潮湿";"";"";"";
"06.05.2023 17:00";"18.3";"743.5";"754.0";"0.0";"95";"从西北偏北方向吹来的风";"6";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.1";"21.6";"";"";"2500或更高，或无云。";"";"";"8.0";"17.5";"9.0";"12";"地表潮湿";"";"";"";
"06.05.2023 14:00";"18.5";"743.5";"754.0";"-0.5";"96";"从西北偏北方向吹来的风";"6";"";"13";"";"毛毛雨（不冻）或者小雪粒 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.1";"24.0";"";"";"2500或更高，或无云。";"";"";"2.4";"17.9";"9.0";"12";"地表潮湿";"";"";"";
"06.05.2023 11:00";"18.2";"744.0";"754.5";"";"96";"从西北偏北方向吹来的风";"4";"";"13";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"18.1";"24.4";"";"";"2500或更高，或无云。";"";"";"7.0";"17.6";"10.0";"12";"地表潮湿";"";"";"";
"06.05.2023 08:00";"19.1";"743.0";"753.5";"";"95";"从北方吹来的风";"5";"";"10";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.1";"24.4";"";"";"";"";"";"8.0";"18.3";"1.0";"6";"地表潮湿";"";"";"";
"06.05.2023 05:00";"19.8";"741.7";"752.2";"-0.3";"96";"从西北偏北方向吹来的风";"2";"";"11";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"19.8";"24.4";"";"";"2500或更高，或无云。";"";"";"6.0";"19.1";"40.0";"12";"地表潮湿";"";"";"";
"06.05.2023 02:00";"21.0";"742.0";"752.3";"-0.5";"94";"从西南偏西方向吹来的风";"1";"";"11";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.7";"24.4";"";"";"2500或更高，或无云。";"";"";"6.0";"20.0";"47.0";"12";"地表潮湿";"";"";"";
"05.05.2023 23:00";"20.9";"742.5";"752.9";"1.3";"95";"从西方吹来的风";"2";"";"11";"";"小雨（不冻） ";"";"";"20.7";"24.4";"";"";"2500或更高，或无云。";"";"";"4.9";"20.1";"46.0";"12";"地表潮湿";"";"";"";
"05.05.2023 20:00";"21.1";"741.2";"751.6";"1.1";"98";"从西北偏北方向吹来的风";"4";"";"11";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.0";"24.4";"";"";"2500或更高，或无云。";"";"";"0.9";"20.8";"41.0";"12";"地表潮湿";"";"";"";
"05.05.2023 17:00";"21.7";"740.1";"750.4";"-1.3";"96";"从西北方吹来的风";"2";"";"7";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.0";"26.6";"";"";"2500或更高，或无云。";"";"";"2.4";"21.0";"7.0";"12";"地表潮湿";"";"";"";
"05.05.2023 14:00";"24.0";"741.4";"751.8";"-1.7";"81";"从西北偏北方向吹来的风";"2";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.0";"";"";"";"2500或更高，或无云。";"";"";"24.0";"20.5";"1.0";"12";"地表潮湿";"";"";"";
"05.05.2023 11:00";"23.1";"743.1";"753.4";"0.2";"84";"从西北偏北方向吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.0";"";"";"";"2500或更高，或无云。";"";"";"24.0";"20.2";"2.0";"12";"地表潮湿";"";"";"";
"05.05.2023 08:00";"21.6";"742.9";"753.2";"1.2";"93";"从西北偏北方向吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.0";"";"";"";"2500或更高，或无云。";"";"";"17.0";"20.4";"3.0";"12";"地表潮湿";"";"";"";
"05.05.2023 05:00";"21.3";"741.7";"752.0";"0.3";"94";"从北方吹来的风";"4";"";"11";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"21.3";"";"";"";"2500或更高，或无云。";"";"";"6.0";"20.3";"17.0";"12";"地表潮湿";"";"";"";
"05.05.2023 02:00";"22.3";"741.4";"751.6";"0.6";"96";"从西北偏北方向吹来的风";"4";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.3";"32.9";"";"";"2500或更高，或无云。";"";"";"8.0";"21.6";"16.0";"12";"地表潮湿";"";"";"";
"04.05.2023 23:00";"23.4";"740.8";"751.0";"0.6";"97";"从南方吹来的风";"1";"";"11";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"23.3";"32.9";"";"";"2500或更高，或无云。";"";"";"6.0";"22.9";"16.0";"12";"地表潮湿";"";"";"";
"04.05.2023 20:00";"23.8";"740.2";"750.5";"1.8";"96";"从北方吹来的风";"3";"";"11";"";"间歇性雨，不冻，在观测时较强 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.8";"32.9";"";"";"2500或更高，或无云。";"";"";"1.5";"23.1";"15.0";"12";"地表潮湿";"";"";"";
"04.05.2023 17:00";"25.9";"738.4";"748.6";"-2.1";"88";"从东方吹来的风";"1";"";"11";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.7";"32.9";"";"";"2500或更高，或无云。";"";"";"7.0";"23.8";"0.5";"12";"地表潮湿";"";"";"";
"04.05.2023 14:00";"32.5";"740.5";"750.7";"-2.1";"54";"从东南方吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.7";"32.5";"";"";"2500或更高，或无云。";"";"";"30.0";"22.0";"无降水";"12";"地表潮湿";"";"";"";
"04.05.2023 11:00";"30.4";"742.6";"752.8";"-0.1";"59";"从东南偏南方向吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.7";"30.4";"";"";"2500或更高，或无云。";"";"";"30.0";"21.5";"无降水";"12";"地表潮湿";"";"";"";
"04.05.2023 08:00";"26.7";"742.7";"752.9";"1.0";"69";"从东南偏南方向吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.5";"29.4";"";"";"2500或更高，或无云。";"";"";"29.0";"20.5";"无降水";"12";"地表潮湿";"";"";"";
"04.05.2023 05:00";"25.2";"741.7";"751.9";"-0.3";"73";"从东南偏南方向吹来的风";"3";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"23.9";"29.4";"";"";"2500或更高，或无云。";"";"";"30.0";"20.0";"无降水";"12";"地表潮湿";"";"";"";
"04.05.2023 02:00";"25.7";"742.0";"752.2";"-0.9";"70";"从东南偏南方向吹来的风";"5";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.7";"29.4";"";"";"2500或更高，或无云。";"";"";"30.0";"19.8";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 23:00";"26.3";"742.9";"753.1";"0.5";"68";"从东南偏南方向吹来的风";"3";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"23.4";"29.4";"";"";"2500或更高，或无云。";"";"";"28.0";"19.9";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 20:00";"27.2";"742.4";"752.7";"1.0";"65";"从东南偏南方向吹来的风";"3";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"29.4";"";"";"2500或更高，或无云。";"";"";"30.0";"20.0";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 17:00";"28.9";"741.4";"751.6";"-1.8";"62";"从东南偏南方向吹来的风";"4";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"29.2";"";"";"2500或更高，或无云。";"";"";"30.0";"20.9";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 14:00";"28.9";"743.2";"753.4";"-1.5";"62";"从东南偏南方向吹来的风";"4";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.4";"29.2";"";"";"2500或更高，或无云。";"";"";"30.0";"20.9";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 11:00";"27.5";"744.7";"754.9";"-0.5";"63";"从南方吹来的风";"7";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.5";"27.5";"";"";"2500或更高，或无云。";"";"";"28.0";"19.8";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 08:00";"24.5";"745.2";"755.5";"0.5";"72";"从东南方吹来的风";"4";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"2500或更高，或无云。";"";"";"30.0";"19.1";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 05:00";"24.0";"744.7";"755.0";"-1.0";"71";"从东南方吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"19.5";"26.7";"";"";"2500或更高，或无云。";"";"";"30.0";"18.4";"无降水";"12";"地表潮湿";"";"";"";
"03.05.2023 02:00";"24.4";"745.7";"756.1";"-0.9";"70";"从东南偏南方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"26.7";"";"";"2500或更高，或无云。";"";"";"30.0";"18.6";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 23:00";"23.7";"746.6";"757.0";"0.2";"74";"从东南方吹来的风";"4";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"18.6";"26.7";"";"";"2500或更高，或无云。";"";"";"23.0";"18.8";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 20:00";"24.1";"746.4";"756.8";"0.6";"74";"从东南偏东方向吹来的风";"3";"";"7";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.6";"26.7";"";"";"2500或更高，或无云。";"";"";"19.0";"19.2";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 17:00";"26.6";"745.8";"756.2";"-1.3";"69";"从东南方吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.6";"27.8";"";"";"2500或更高，或无云。";"";"";"20.0";"20.4";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 14:00";"24.8";"747.1";"757.6";"-1.5";"68";"从东南方吹来的风";"4";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.6";"28.5";"";"";"2500或更高，或无云。";"";"";"20.0";"18.5";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 11:00";"21.5";"748.6";"759.1";"0.3";"73";"从东方吹来的风";"3";"";"7";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.6";"";"";"";"2500或更高，或无云。";"";"";"18.0";"16.5";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 08:00";"21.1";"748.3";"758.8";"0.6";"62";"从东南偏南方向吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.6";"28.5";"";"";"2500或更高，或无云。";"";"";"27.0";"13.5";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 05:00";"19.5";"747.7";"758.2";"-0.3";"60";"从东南方吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"12.7";"28.5";"";"";"2500或更高，或无云。";"";"";"27.0";"11.5";"无降水";"12";"地表潮湿";"";"";"";
"02.05.2023 02:00";"19.9";"748.0";"758.4";"-0.7";"56";"从东南方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.7";"28.5";"";"";"2500或更高，或无云。";"";"";"29.0";"10.9";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 23:00";"21.7";"748.7";"759.1";"0.7";"50";"从东方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"12.7";"28.5";"";"";"2500或更高，或无云。";"";"";"29.0";"10.8";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 20:00";"24.4";"748.0";"758.5";"0.6";"42";"从东南方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.7";"28.5";"";"";"2500或更高，或无云。";"";"";"30.0";"10.7";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 17:00";"27.8";"747.4";"757.9";"-1.8";"28";"从东南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.7";"28.5";"";"";"2500或更高，或无云。";"";"";"30.0";"7.6";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 14:00";"27.9";"749.2";"759.7";"-2.5";"20";"从东南偏南方向吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.7";"28.1";"";"";"2500或更高，或无云。";"";"";"30.0";"2.9";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 11:00";"24.4";"751.7";"762.3";"0.4";"39";"从东南偏南方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.7";"26.4";"";"";"2500或更高，或无云。";"";"";"25.0";"9.6";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 08:00";"18.7";"751.3";"761.9";"1.1";"58";"从东南偏东方向吹来的风";"2";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.7";"26.4";"";"";"2500或更高，或无云。";"";"";"21.0";"10.3";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 05:00";"13.6";"750.2";"760.8";"0.1";"74";"从北方吹来的风";"0";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.9";"26.4";"";"";"2500或更高，或无云。";"";"";"20.0";"9.1";"无降水";"12";"地表潮湿";"";"";"";
"01.05.2023 02:00";"14.2";"750.1";"760.6";"-0.7";"70";"从北方吹来的风";"0";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.6";"26.4";"";"";"2500或更高，或无云。";"";"";"21.0";"8.8";"无降水";"12";"地表潮湿";"";"";"";
